BuildingType,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity
NonResidential,Small- and Mid-Sized Office,47.72004,-122.34418,1951,1.0,2,39815,0.0,0.726037,0.273964,0.0,2050600.75,51.5,40.22,1.01
Nonresidential COS,Other,47.72299,-122.34293,1970,1.0,4,25557,0.0,1.0,0.0,0.0,2280352.5,89.19999695,15.9,0.62
Nonresidential COS,Other,47.72134,-122.34102,1958,1.0,2,26994,0.0,0.28655,0.71345,0.0,3076813.25,114.0,122.73,4.55
NonResidential,Warehouse,47.72183,-122.34328,1972,1.0,1,48112,0.0,1.0,0.0,0.0,1485945.875,30.89999962,10.36,0.22
NonResidential,Other,47.72065,-122.34318,2009,1.0,1,20909,0.0,0.561585,0.438415,0.0,1208029.25,63.40000153,32.86,1.57
NonResidential,Small- and Mid-Sized Office,47.73387,-122.34722,2001,1.0,2,42793,0.385998,1.0,0.0,0.0,1772188.5,67.40000153,12.35,0.29
NonResidential,Other,47.72644,-122.34338,2007,1.0,2,45000,0.0,0.502983,0.497017,0.0,5912066.0,131.3999939,176.79,3.93
NonResidential,Retail Store,47.72337,-122.34373,1998,1.0,1,26115,0.0,0.679749,0.320251,0.0,1689372.625,64.69999695,36.74,1.41
NonResidential,Worship Facility,47.6702,-122.32066,1949,1.0,1,26033,0.0,0.296154,0.703845,0.0,1149140.25,38.20000076,45.33,1.74
NonResidential,K-12 School,47.64344,-122.3509,2007,1.0,4,48660,0.0,0.437152,0.562848,0.0,1881516.125,38.0,61.98,1.27
NonResidential,Senior Care Community,47.6441,-122.34795,1970,1.0,2,46539,0.0,0.427136,0.572864,0.0,5400049.5,116.0,180.38,3.88
NonResidential,Residence Hall,47.61283,-122.34392,1909,1.0,4,29796,0.0,0.378734,0.621266,0.0,2233262.0,75.0,79.58,2.67
NonResidential,Retail Store,47.6123,-122.34395,1920,1.0,2,26400,0.0,0.773857,0.226143,0.0,983595.875,45.5,17.12,0.65
NonResidential,Small- and Mid-Sized Office,47.61185,-122.3434,1918,1.0,3,38148,0.0,0.999999,0.0,0.0,1262255.75,25.10000038,8.8,0.23
NonResidential,Mixed Use Property,47.62231,-122.34145,1928,1.0,2,28800,0.0,0.545594,0.454406,0.0,456953.0,15.89999962,12.77,0.44
NonResidential,Worship Facility,47.62232,-122.36101,1955,1.0,5,31945,0.0,1.0,0.0,0.0,1806468.0,56.5,12.59,0.39
NonResidential,Small- and Mid-Sized Office,47.6189,-122.35713,1985,1.0,5,85963,0.384526,1.0,0.0,0.0,4480961.0,84.69999695,31.24,0.36
NonResidential,Retail Store,47.60683,-122.33771,1900,1.0,4,34680,0.0,0.662414,0.337587,0.0,1169948.875,33.70000076,26.38,0.76
NonResidential,Worship Facility,47.60867,-122.33265,1968,1.0,3,75058,0.459778,0.189197,0.810803,0.0,5587347.0,74.40000153,247.97,3.3
NonResidential,Retail Store,47.61103,-122.33549,1915,1.0,1,36504,0.0,0.936939,0.06306,0.0,2100982.75,129.6999969,20.76,0.57
NonResidential,Small- and Mid-Sized Office,47.61091,-122.33667,1907,1.0,6,35200,0.0,1.0,0.0,0.0,2998208.25,85.19999695,20.9,0.59
NonResidential,Small- and Mid-Sized Office,47.60961,-122.33566,1907,1.0,5,35840,0.0,0.470018,0.529983,0.0,1538750.625,42.90000153,48.35,1.35
NonResidential,Other,47.60985,-122.33527,1941,1.0,2,25920,0.0,1.0,0.0,0.0,1333432.125,57.40000153,9.3,0.36
NonResidential,Small- and Mid-Sized Office,47.60952,-122.33558,1928,1.0,4,30525,0.0,0.735693,0.0,0.264307,2883139.0,132.8000031,73.61,2.41
NonResidential,Other,47.61186,-122.32857,1964,1.0,4,49243,0.0,0.89198,0.10802,0.0,8476183.0,162.1000061,101.34,2.06
NonResidential,Other,47.6097,-122.325,1912,0.0,3,20411,0.0,0.384687,0.615313,0.0,2014475.875,98.69999695,71.23,3.49
NonResidential,Medical Office,47.61065,-122.32125,1962,1.0,2,30855,0.333333,0.521858,0.478142,0.0,2946756.25,136.6000061,85.55,2.77
NonResidential,Small- and Mid-Sized Office,47.61194,-122.32177,1910,1.0,3,73549,0.0,0.327889,0.672111,0.0,2828950.5,38.5,107.45,1.46
NonResidential,Other,47.60865694,-122.3205368,1988,1.0,5,45780,0.249017,0.4897,0.005101,0.505199,10834087.0,236.6999969,462.4,10.1
NonResidential,Medical Office,47.60865416,-122.3205904,1963,0.0,3,39115,0.0,0.802697,0.197303,0.0,3735308.5,74.69999695,60.04,1.53
NonResidential,Other,47.60901,-122.32994,1916,1.0,3,38038,0.0,0.384039,0.0,0.615961,1107290.625,29.5,55.61,1.46
NonResidential,Worship Facility,47.60821,-122.3296,1962,1.0,3,37796,0.0,0.358412,0.082169,0.559419,2465983.5,46.5,123.41,3.27
Nonresidential COS,Small- and Mid-Sized Office,47.66256,-122.36483,1993,1.0,1,27744,0.0,1.0,0.0,0.0,5355753.0,193.0,37.34,1.35
NonResidential,Warehouse,47.66388,-122.36831,1960,1.0,1,36444,0.0,0.999999,0.0,0.0,161311.0938,4.400000095,1.12,0.03
NonResidential,Warehouse,47.65907,-122.36783,1950,1.0,1,27553,0.0,0.442332,0.557668,0.0,966677.125,35.09999847,31.61,1.15
NonResidential,Distribution Center,47.6583,-122.36638,1951,3.0,1,57310,0.0,0.548284,0.451716,0.0,1253745.5,21.89999962,34.87,0.61
NonResidential,Mixed Use Property,47.62296,-122.33884,1920,1.0,2,25920,0.0,0.78793,0.21207,0.0,989079.5,38.20000076,16.57,0.64
NonResidential,Restaurant,47.62354,-122.33808,1919,1.0,3,40686,0.0,0.399811,0.600188,0.0,2106073.5,51.79999924,73.0,1.79
NonResidential,Retail Store,47.62399,-122.33804,1964,1.0,2,45271,0.0,0.449083,0.550916,0.0,2553763.5,56.40000153,82.72,1.83
NonResidential,Small- and Mid-Sized Office,47.62437,-122.33802,1920,1.0,3,28380,0.429175,0.586143,0.413857,0.0,1372213.375,48.40000153,35.77,1.26
NonResidential,Large Office,47.62296,-122.3362,2009,1.0,5,508160,0.0,0.774431,0.225568,0.0,28053172.0,82.09999847,487.53,0.96
NonResidential,Small- and Mid-Sized Office,47.62353,-122.33622,1926,1.0,3,26176,0.0,0.431822,0.568177,0.0,966907.375,40.70000076,32.09,1.23
NonResidential,Small- and Mid-Sized Office,47.62799,-122.33132,1926,1.0,1,37740,0.0,0.937101,0.062899,0.0,7442314.5,198.6000061,73.48,1.95
Nonresidential COS,Other,47.62208,-122.35398,1961,1.0,1,26000,0.0,0.602502,0.0,0.397498,5277482.5,105.9000015,184.09,7.08
NonResidential,Worship Facility,47.61876,-122.3534,2009,1.0,3,23241,0.0,0.545797,0.454202,0.0,739210.5,31.79999924,20.64,0.89
NonResidential,Other,47.61974,-122.3511,1962,1.0,1,155795,0.0,0.837353,0.162647,0.0,17673018.0,113.4000015,255.83,1.64
Nonresidential COS,Other,47.62208,-122.35398,2002,1.0,1,21018,0.0,0.900189,0.0,0.09981,1761137.5,83.80000305,24.62,1.17
Nonresidential COS,Other,47.62208,-122.35398,1998,1.0,1,30533,0.0,0.44569,0.55431,0.0,5903015.0,206.1999969,192.12,6.29
NonResidential,Other,47.62049,-122.3493,1961,1.0,2,33971,0.0,0.509019,0.490981,0.0,17686444.0,353.7000122,523.95,15.42
Nonresidential COS,Other,47.62082,-122.35251,1992,1.0,2,40600,0.0,0.607323,0.150688,0.055481,2485521.0,56.40000153,41.06,1.01
NonResidential,Small- and Mid-Sized Office,47.62055,-122.33881,1999,1.0,4,38038,0.0,1.0,0.0,0.0,2003807.75,52.70000076,13.97,0.37
NonResidential,Small- and Mid-Sized Office,47.62028,-122.33717,2007,1.0,4,64596,0.380767,0.483112,0.516887,0.0,2524228.25,60.70000076,77.8,1.2
NonResidential,Small- and Mid-Sized Office,47.62038,-122.33759,1928,1.0,3,41466,0.146192,0.599176,0.400824,0.0,9190442.0,227.5,234.03,5.64
NonResidential,Large Office,47.62004,-122.33807,2013,1.0,6,130710,0.771173,0.898732,0.101267,0.0,7429423.0,56.79999924,86.51,0.66
NonResidential,Small- and Mid-Sized Office,47.62054,-122.33807,1926,1.0,4,35780,0.0,1.0,0.0,0.0,1912760.75,62.59999847,13.33,0.37
NonResidential,Mixed Use Property,47.6223,-122.35653,1964,1.0,4,25132,0.290785,1.0,0.0,0.0,564754.1875,55.59999847,3.94,0.16
Nonresidential COS,Other,47.60192,-122.33282,1966,1.0,1,49680,0.0,0.460545,0.0,0.501894,2844685.0,57.29999924,119.34,2.4
Nonresidential COS,Other,47.60219,-122.3313,1962,1.0,1,36314,0.0,0.605863,0.213649,0.111659,1832808.75,50.5,44.33,1.22
NonResidential,Other,47.60849,-122.33924,1916,1.0,2,25920,0.0,1.0,0.0,0.0,1257774.625,62.09999847,8.77,0.34
NonResidential,Small- and Mid-Sized Office,47.60994,-122.33997,1919,1.0,4,47686,0.0,0.566681,0.0,0.433319,2071670.25,60.90000153,77.48,1.62
Campus,Mixed Use Property,47.60805,-122.33978,1900,1.0,2,49280,0.0,0.759318,0.240682,0.0,5437110.5,110.3000031,98.28,1.99
Campus,Low-Rise Multifamily,47.60918,-122.34079,1942,1.0,4,45500,0.0,1.0,0.0,0.0,3778355.0,85.19999695,26.34,0.58
Campus,Restaurant,47.60895,-122.34052,1912,1.0,2,25380,0.0,0.463994,0.536006,0.0,6901554.0,271.8999939,218.79,8.62
NonResidential,Small- and Mid-Sized Office,47.60836,-122.34157,1915,1.0,6,40715,0.0,0.807047,0.192953,0.0,2827772.75,69.5,44.89,1.1
NonResidential,Mixed Use Property,47.61113,-122.34556,1990,1.0,4,82065,0.424054,1.0,0.0,0.0,1717130.875,41.29999924,11.97,0.15
NonResidential,Small- and Mid-Sized Office,47.61041,-122.34214,1910,1.0,4,36160,0.0,1.0,0.0,0.0,1862176.875,51.5,12.98,0.36
NonResidential,Mixed Use Property,47.61014,-122.34251,1918,1.0,1,34617,0.0,0.546273,0.453727,0.0,5136604.5,148.3999939,143.34,4.14
NonResidential,Small- and Mid-Sized Office,47.6123,-122.34611,1909,1.0,5,66900,0.0,0.963739,0.036261,0.0,1634178.25,24.0,14.13,0.21
NonResidential,Mixed Use Property,47.61252,-122.34565,1910,1.0,3,29340,0.0,0.388736,0.611264,0.0,2160420.0,79.59999847,75.99,2.59
NonResidential,Other,47.61341,-122.34597,1930,0.0,2,22710,0.0,0.999998,0.0,0.0,287763.5,12.69999981,2.01,0.09
NonResidential,Small- and Mid-Sized Office,47.6367,-122.3285,2000,1.0,3,50499,0.268124,0.999245,0.000754,0.0,3205182.5,86.69999695,22.46,0.44
NonResidential,Small- and Mid-Sized Office,47.63616,-122.32718,1964,1.0,5,54465,0.176352,0.902968,0.097032,0.0,3600571.25,62.09999847,41.22,0.76
NonResidential,K-12 School,47.63239,-122.32072,1930,1.0,2,45960,0.0,0.200285,0.799715,0.0,4167253.75,90.69999695,182.81,3.98
NonResidential,Small- and Mid-Sized Office,47.61992,-122.34539,1959,1.0,2,21128,0.0,1.0,0.0,0.0,436604.0938,20.70000076,3.04,0.14
NonResidential,Mixed Use Property,47.61893,-122.34473,2008,1.0,4,274442,0.0,0.62967,0.37033,0.0,9155568.0,54.20000076,220.26,0.8
NonResidential,Small- and Mid-Sized Office,47.61952,-122.34462,2013,1.0,3,51552,0.0,1.0,0.0,0.0,1539066.375,28.10000038,10.73,0.21
NonResidential,Hotel,47.62014,-122.34456,1959,1.0,4,38520,0.0,0.569535,0.430465,0.0,2804534.0,72.80000305,75.25,1.95
NonResidential,Hotel,47.62174,-122.34417,1961,1.0,3,29186,0.145823,0.395803,0.604198,0.0,867184.375,45.59999847,30.22,1.04
NonResidential,Worship Facility,47.6201,-122.34071,1960,1.0,1,27338,0.0,1.0,0.0,0.0,581289.0,21.29999924,4.05,0.15
NonResidential,Other,47.64132,-122.31644,1999,1.0,2,85750,0.765481,0.327247,0.672753,0.0,2045592.0,102.3000031,77.76,0.91
NonResidential,Laboratory,47.6224,-122.36248,1962,1.0,2,34416,0.0,0.3891,0.6109,0.0,12015936.0,349.1000061,422.45,12.27
NonResidential,Small- and Mid-Sized Office,47.61954,-122.35847,1930,1.0,3,45864,0.0,0.185419,0.814581,0.0,2590622.0,56.5,115.43,2.52
NonResidential,K-12 School,47.72726,-122.32835,1999,1.0,2,49252,0.0,0.4988,0.5012,0.0,3485865.5,57.09999847,104.91,2.13
NonResidential,Small- and Mid-Sized Office,47.63245,-122.32529,1987,1.0,3,33176,0.0,0.604679,0.395321,0.0,1426279.5,43.0,35.96,1.08
NonResidential,Retail Store,47.63246,-122.32658,1993,1.0,3,25194,0.149401,0.505673,0.494327,0.0,1878742.875,87.69999695,55.95,2.22
NonResidential,Worship Facility,47.55072,-122.30265,1977,1.0,1,21948,0.0,0.999999,0.0,0.0,326001.1875,14.89999962,2.27,0.1
NonResidential,Other,47.64033,-122.29135,1927,1.0,3,31191,0.0,0.531556,0.468444,0.0,5876439.0,188.3999939,167.98,5.39
NonResidential,Other,47.72039,-122.29729,1947,1.0,1,37377,0.0,0.354769,0.645231,0.0,3040978.0,85.40000153,111.73,2.99
NonResidential,Warehouse,47.53906,-122.32031,1977,1.0,1,29380,0.0,1.0,0.0,0.0,856088.625,29.10000038,5.97,0.2
NonResidential,Worship Facility,47.60321889,-122.3205567,1922,1.0,2,22688,0.0,0.689313,0.310687,0.0,331675.0,14.60000038,7.07,0.31
NonResidential,Other,47.56028,-122.28914,1962,1.0,2,22364,0.0,0.346871,0.653129,0.0,1467029.75,65.59999847,54.44,2.43
NonResidential,Small- and Mid-Sized Office,47.54693,-122.28718,1982,1.0,2,41262,0.0,1.0,0.0,0.0,1903455.875,46.70000076,13.27,0.32
NonResidential,Small- and Mid-Sized Office,47.62038,-122.34668,1953,1.0,2,43183,0.0,0.880612,0.119388,0.0,7408342.0,194.6000061,92.45,2.14
NonResidential,Worship Facility,47.68566,-122.31849,1908,1.0,3,45680,0.0,0.24523,0.75477,0.0,2077039.375,45.5,86.81,1.9
NonResidential,Senior Care Community,47.61935,-122.33389,2006,1.0,14,724148,0.0,0.627519,0.372481,0.0,37797084.0,52.09999847,913.07,1.26
NonResidential,Worship Facility,47.53439,-122.37699,1957,1.0,1,23562,0.0,1.0,0.0,0.0,531737.1875,15.89999962,3.71,0.16
NonResidential,Small- and Mid-Sized Office,47.65804,-122.36537,1999,1.0,4,28844,0.0,0.999999,0.0,0.0,910718.6875,44.40000153,6.35,0.22
NonResidential,Warehouse,47.56067,-122.32646,1989,1.0,1,21101,0.0,0.254103,0.745897,0.0,675772.875,32.0,27.97,1.33
NonResidential,Refrigerated Warehouse,47.56067,-122.32705,1914,1.0,2,45594,0.0,1.0,0.0,0.0,1351267.875,29.60000038,9.42,0.21
NonResidential,Other,47.55013,-122.33044,1950,1.0,1,26660,0.0,1.0,0.0,0.0,2241280.5,84.09999847,15.62,0.59
NonResidential,Warehouse,47.56056,-122.32593,1975,1.0,1,28126,0.0,0.687287,0.312713,0.0,870625.8125,31.0,18.63,0.66
NonResidential,Warehouse,47.54813,-122.32553,1964,1.0,1,35000,0.0,0.999999,0.0,0.0,378714.4063,10.80000019,2.64,0.08
NonResidential,Warehouse,47.54948,-122.32536,1962,1.0,1,26150,0.0,0.674862,0.325139,0.0,1208407.625,46.20000076,26.55,1.02
NonResidential,Small- and Mid-Sized Office,47.54974,-122.3261,1967,1.0,2,24000,0.0,1.0,0.0,0.0,1088556.25,45.40000153,7.59,0.32
NonResidential,K-12 School,47.64132,-122.31644,1968,1.0,5,43594,0.0,0.510375,0.489625,0.0,2478045.5,60.70000076,73.26,1.68
NonResidential,Distribution Center,47.65791,-122.34274,1912,1.0,1,28080,0.0,0.645522,0.354479,0.0,794724.625,28.29999924,18.54,0.66
NonResidential,Senior Care Community,47.72618,-122.35642,1954,1.0,2,51298,0.0,0.370361,0.629639,0.0,5655578.0,110.1999969,203.73,3.97
NonResidential,Worship Facility,47.72558,-122.3578,1962,1.0,1,22047,0.0,1.0,0.0,0.0,265774.9063,11.60000038,1.85,0.08
NonResidential,Warehouse,47.5213,-122.32182,1979,1.0,1,31600,0.0,0.485592,0.514408,0.0,3363535.5,106.4000015,103.28,3.27
NonResidential,Warehouse,47.52024,-122.32137,2007,1.0,1,35289,0.0,0.560029,0.439971,0.0,876425.0,24.79999924,23.9,0.68
NonResidential,Warehouse,47.51899,-122.321,1981,1.0,1,28920,0.0,0.159416,0.840584,0.0,1750419.0,58.29999924,80.09,2.77
NonResidential,Warehouse,47.5193,-122.3213,1978,1.0,1,22176,0.0,0.18667,0.813329,0.0,736428.625,33.20000076,32.77,1.48
NonResidential,Small- and Mid-Sized Office,47.70079,-122.32714,1974,1.0,3,39927,0.0,1.0,0.0,0.0,3568419.5,90.19999695,24.88,0.62
NonResidential,Other,47.69883,-122.32479,1979,1.0,1,30610,0.0,0.465704,0.534296,0.0,4294550.0,140.3000031,135.81,4.44
NonResidential,Medical Office,47.70007,-122.32533,1980,1.0,2,26930,0.235797,1.0,0.0,0.0,1002995.0,37.20000076,6.99,0.26
NonResidential,Medical Office,47.70087,-122.32379,1968,1.0,2,38745,0.0,0.778991,0.221009,0.0,2890379.0,44.40000153,49.62,1.28
NonResidential,Self-Storage Facility,47.66353,-122.29505,1959,1.0,2,20296,0.0,1.0,0.0,0.0,855665.125,42.20000076,5.97,0.29
NonResidential,Mixed Use Property,47.66246,-122.29342,1945,1.0,2,22135,0.0,0.680149,0.319851,0.0,1261634.5,55.0,27.41,1.24
NonResidential,Medical Office,47.66183,-122.29264,1967,1.0,3,38378,0.0,0.443375,0.556625,0.0,1645605.125,46.90000153,53.73,1.4
NonResidential,Warehouse,47.66294,-122.29521,1980,1.0,2,33576,0.0,0.305924,0.694076,0.0,1275231.75,38.0,49.73,1.48
NonResidential,Supermarket / Grocery Store,47.66205,-122.29545,1975,1.0,1,33005,0.0,0.691521,0.308479,0.0,10642754.0,304.2000122,225.67,6.84
NonResidential,Other,47.61074,-122.32259,1981,1.0,1,20971,0.0,1.0,0.0,0.0,729397.1875,33.29999924,5.08,0.24
NonResidential,Small- and Mid-Sized Office,47.63981,-122.39907,1927,1.0,3,23910,0.0,0.77631,0.223689,0.0,873577.3125,36.5,15.11,0.63
NonResidential,Worship Facility,47.67477,-122.38241,1910,1.0,2,21765,0.0,0.277989,0.72201,0.0,431390.4063,19.79999924,17.38,0.8
Campus,University,47.61065,-122.31711,1939,1.0,2,2200000,0.0,0.537929,0.46207,0.0,114648520.0,66.69999695,3243.48,1.47
NonResidential,Worship Facility,47.6101,-122.30838,1901,1.0,2,26560,0.0,0.348266,0.651734,0.0,1751483.875,65.90000153,64.88,2.44
NonResidential,Warehouse,47.65022,-122.34174,1957,1.0,2,20140,0.0,1.000003,0.0,0.0,116486.6016,5.800000191,0.81,0.04
NonResidential,Retail Store,47.53846,-122.28305,1992,1.0,2,38845,0.0,0.475697,0.524303,0.0,6917280.0,178.1000061,215.56,5.55
NonResidential,Supermarket / Grocery Store,47.53747,-122.28308,1953,1.0,1,26092,0.0,0.656871,0.343129,0.0,7619445.0,293.7000122,173.75,6.66
NonResidential,Small- and Mid-Sized Office,47.55045,-122.32749,1967,1.0,1,25500,0.0,0.163731,0.836269,0.0,1213869.75,47.59999847,55.3,2.17
NonResidential,Warehouse,47.5478,-122.32307,1961,1.0,1,41895,0.0,0.713365,0.286634,0.0,1242311.5,31.0,25.09,0.6
NonResidential,Retail Store,47.54912,-122.32184,1958,1.0,2,56193,0.0,0.744192,0.255807,0.0,2497942.75,44.5,46.9,0.83
NonResidential,K-12 School,47.6712,-122.37568,1922,1.0,3,35448,0.0,0.203306,0.796693,0.0,1379932.5,38.90000153,60.34,1.7
NonResidential,Supermarket / Grocery Store,47.66986,-122.37418,1966,1.0,1,29214,0.0,0.667001,0.332999,0.0,9336239.0,319.6000061,208.53,7.14
NonResidential,Supermarket / Grocery Store,47.66828,-122.37428,2000,1.0,1,89103,0.48298,0.556544,0.443456,0.0,14029480.0,298.2999878,384.85,4.32
NonResidential,Other,47.66621,-122.37502,1961,1.0,1,32000,0.0,0.412157,0.587843,0.0,1331122.125,38.5,45.38,1.42
NonResidential,Mixed Use Property,47.66389,-122.37307,1910,1.0,2,31140,0.0,0.250767,0.749232,0.0,935580.3125,30.0,38.86,1.25
NonResidential,Warehouse,47.6644,-122.37246,1975,1.0,3,41478,0.0,0.59269,0.40731,0.0,3035962.25,73.19999695,78.22,1.89
NonResidential,Warehouse,47.66411,-122.37185,1980,1.0,1,39840,0.0,1.0,0.0,0.0,752104.0,18.89999962,5.24,0.13
Nonresidential COS,Other,47.66984,-122.3842,2004,1.0,1,30576,0.509419,0.606581,0.393419,0.0,1533245.75,84.69999695,38.52,1.26
NonResidential,Other,47.66894,-122.38242,1924,1.0,2,21528,0.0,0.683957,0.316043,0.0,306911.0938,14.30000019,6.61,0.31
NonResidential,Other,47.66908,-122.38627,1928,1.0,2,30000,0.0,0.890971,0.109029,0.0,1094940.75,42.40000153,13.14,0.44
NonResidential,Other,47.67482,-122.37316,1942,1.0,2,30087,0.0,1.0,0.0,0.0,5274642.0,172.6000061,36.77,1.22
NonResidential,Worship Facility,47.66327,-122.37439,1975,1.0,1,40445,0.0,0.344951,0.655049,0.0,786253.6875,19.39999962,29.24,0.72
NonResidential,Retail Store,47.66318,-122.37283,1996,1.0,1,23500,0.0,0.89799,0.10201,0.0,1137967.5,48.40000153,13.29,0.57
NonResidential,Retail Store,47.67518,-122.36549,1967,1.0,1,22420,0.0,0.660438,0.339563,0.0,1404253.75,60.90000153,31.79,1.42
NonResidential,Supermarket / Grocery Store,47.64909,-122.37788,1961,1.0,1,25842,0.0,0.546704,0.453296,0.0,8518313.0,327.7999878,237.54,9.19
NonResidential,Small- and Mid-Sized Office,47.65018,-122.37787,1992,1.0,3,26389,0.0,1.0,0.0,0.0,1208035.375,45.79999924,8.42,0.32
NonResidential,Small- and Mid-Sized Office,47.65252,-122.37587,1982,1.0,3,25859,0.0,0.775177,0.224822,0.0,858780.625,33.20000076,14.9,0.58
NonResidential,Warehouse,47.66238,-122.38831,1974,1.0,1,25600,0.0,0.722067,0.277934,0.0,1730600.625,67.59999847,34.26,1.34
NonResidential,Other,47.66126,-122.38751,1965,1.0,1,23169,0.0,1.0,0.0,0.0,222255.9063,21.79999924,1.55,0.07
NonResidential,Small- and Mid-Sized Office,47.66106,-122.38576,2008,1.0,4,41784,0.20101,1.0,0.0,0.0,1294615.25,38.79999924,9.03,0.22
NonResidential,Warehouse,47.66206,-122.38948,1960,1.0,1,56884,0.0,0.565756,0.434244,0.0,1388345.125,24.39999962,37.49,0.66
NonResidential,Retail Store,47.6917,-122.37617,1989,1.0,1,32810,0.0,0.652274,0.347726,0.0,2017967.75,61.5,46.44,1.42
NonResidential,Self-Storage Facility,47.64455,-122.37581,1980,1.0,3,30989,0.0,0.999996,0.0,0.0,97690.39844,3.200000048,0.68,0.02
NonResidential,Self-Storage Facility,47.64418,-122.37587,1915,1.0,3,39952,0.0,0.999997,0.0,0.0,57133.19922,1.399999976,0.4,0.01
NonResidential,Small- and Mid-Sized Office,47.65504,-122.37402,1961,1.0,2,20022,0.0,1.0,0.0,0.0,657385.8125,31.60000038,4.58,0.23
NonResidential,Distribution Center,47.65563,-122.37194,1960,1.0,2,36498,0.0,0.533888,0.466112,0.0,520011.8125,14.69999981,14.81,0.41
NonResidential,Distribution Center,47.66161,-122.39075,1968,1.0,1,35946,0.0,0.63953,0.360469,0.0,469499.8125,13.10000038,11.08,0.31
NonResidential,Small- and Mid-Sized Office,47.66006,-122.38631,2007,1.0,4,30152,0.188379,0.998845,0.001155,0.0,845044.125,33.59999847,5.94,0.2
NonResidential,Small- and Mid-Sized Office,47.65881,-122.38382,1979,1.0,4,22365,0.0,1.0,0.0,0.0,727385.8125,33.59999847,5.07,0.23
NonResidential,Small- and Mid-Sized Office,47.65801,-122.3839,1994,1.0,4,30172,0.0,1.0,0.0,0.0,904059.875,30.0,6.3,0.21
NonResidential,Warehouse,47.66353,-122.38064,1927,1.0,4,42500,0.0,0.999998,0.0,0.0,241478.5938,5.099999905,1.68,0.04
NonResidential,Small- and Mid-Sized Office,47.66691,-122.38416,1901,1.0,4,23032,0.0,0.999999,0.0,0.0,1121537.75,52.90000153,7.82,0.34
NonResidential,Other,47.66646,-122.38263,1900,1.0,3,45750,0.10741,0.24165,0.75835,0.0,7240274.0,169.0,303.81,6.64
NonResidential,Small- and Mid-Sized Office,47.66497,-122.38047,1968,1.0,2,23500,0.0,0.707413,0.292587,0.0,1686405.0,71.80000305,34.52,1.47
NonResidential,Small- and Mid-Sized Office,47.66431,-122.37988,1966,1.0,1,22282,0.0,0.528202,0.471798,0.0,579888.3125,26.0,16.67,0.75
NonResidential,Self-Storage Facility,47.66351,-122.37961,1902,1.0,2,24000,0.0,0.401669,0.598331,0.0,502898.6875,21.0,17.39,0.72
NonResidential,Mixed Use Property,47.66852,-122.38175,1909,1.0,3,27085,0.0,0.492017,0.507983,0.0,1995131.75,73.69999695,60.67,2.24
Nonresidential COS,Other,47.70544,-122.2918,1996,0.0,2,29258,0.0,0.322567,0.677433,0.0,8086943.5,233.5,309.14,10.57
NonResidential,Small- and Mid-Sized Office,47.719,-122.29966,1931,1.0,2,37500,0.0,0.722015,0.277985,0.0,2235765.5,59.59999847,44.26,1.18
NonResidential,K-12 School,47.73143,-122.32784,1930,1.0,3,23983,0.0,0.531619,0.468382,0.0,1164364.75,48.5,33.28,1.39
NonResidential,Distribution Center,47.55832,-122.35239,1980,1.0,1,24100,0.0,0.33525,0.66475,0.0,809870.8125,34.29999924,30.49,1.27
NonResidential,K-12 School,47.66665,-122.31818,2004,3.0,2,31343,0.0,0.426137,0.573863,0.0,3846501.25,74.69999695,128.66,4.1
NonResidential,Mixed Use Property,47.68582,-122.33709,1996,1.0,3,55912,0.408678,1.0,0.0,0.0,2450442.75,74.09999847,17.08,0.31
NonResidential,Other,47.65843,-122.38435,1957,1.0,2,20294,0.0,0.308992,0.691009,0.0,1735995.75,85.5,67.45,3.32
NonResidential,Small- and Mid-Sized Office,47.65708,-122.38383,1983,1.0,4,40571,0.267408,1.0,0.0,0.0,1286817.375,53.59999847,8.97,0.22
NonResidential,Small- and Mid-Sized Office,47.65649,-122.38383,1983,1.0,4,41707,0.375453,1.0,0.0,0.0,1755788.5,42.09999847,12.24,0.29
NonResidential,Mixed Use Property,47.65118,-122.37875,1960,1.0,2,57644,0.0,0.726805,0.273195,0.0,2189735.0,39.70000076,42.87,0.74
NonResidential,Warehouse,47.64913,-122.37929,1955,1.0,2,39497,0.0,0.790603,0.209396,0.0,1700057.375,43.0,28.28,0.72
Nonresidential COS,Other,47.6303,-122.3142,1932,1.0,1,33087,0.0,0.406649,0.593351,0.0,3548858.25,66.0,121.9,3.68
NonResidential,Small- and Mid-Sized Office,47.70793,-122.33316,1982,1.0,2,27574,0.0,1.0,0.0,0.0,1211349.25,43.90000153,8.44,0.31
NonResidential,Senior Care Community,47.71069,-122.32674,1998,1.0,5,43661,0.0,0.696494,0.303506,0.0,3936421.5,90.19999695,82.57,1.89
NonResidential,Small- and Mid-Sized Office,47.70842,-122.3332,1987,1.0,3,76105,0.358807,1.0,0.0,0.0,2472350.25,32.5,17.24,0.23
NonResidential,Mixed Use Property,47.70983,-122.31865,1952,1.0,2,32009,0.0,0.670924,0.329076,0.0,1998725.25,53.59999847,44.28,1.38
NonResidential,Medical Office,47.70676,-122.32264,1988,1.0,3,28841,0.0,0.65469,0.345309,0.0,1459199.75,50.59999847,33.42,1.16
