BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,proportion_parking,proportion_electricity,proportion_gaz,proportion_steam,SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),TotalGHGEmissions,GHGEmissionsIntensity,surface_inverse
NonResidential,Other,NORTHEAST,2002,1.0,6,361398,0.755123,0.859578,0.140422,0.0,8915523.0,108.5,119.92,0.33,2.7670324683589835e-06
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1963,1.0,1,50785,0.0,0.581707,0.418293,0.0,7439009.0,271.7000122,195.43,3.85,1.9690853598503495e-05
NonResidential,Small- and Mid-Sized Office,Delridge,1929,1.0,3,85126,0.0,0.490361,0.018053,0.0,37951708.0,465.5,166.13,1.95,1.1747292249136574e-05
NonResidential,Other,North,2000,1.0,5,303255,0.065358,0.95712,0.04288,0.0,11077140.0,36.5,99.14,0.33,3.2975548630690343e-06
NonResidential,Distribution Center,GREATER DUWAMISH,1986,1.0,1,411584,0.0,0.497091,0.502909,0.0,15091579.0,37.0,455.39,1.11,2.429637692427305e-06
NonResidential,Mixed Use Property,DOWNTOWN,1902,1.0,4,73320,0.0,0.597343,0.402657,0.0,1141189.75,20.0,29.16,0.4,1.363884342607747e-05
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,2008,1.0,4,242686,0.41278,1.0,0.0,0.0,9683979.0,65.0,67.51,0.28,4.120550835235654e-06
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,6,95760,0.165414,0.851879,0.148121,0.0,5392617.5,56.29999924,74.45,0.78,1.0442773600668338e-05
NonResidential,Warehouse,GREATER DUWAMISH,1946,1.0,1,179413,0.0,1.0,0.0,0.0,3459543.0,19.39999962,24.12,0.13,5.573732115287075e-06
NonResidential,Warehouse,GREATER DUWAMISH,1917,0.0,1,65288,0.0,1.0,0.0,0.0,605971.1875,8.600000381,4.22,0.06,1.531675039823551e-05
NonResidential,Warehouse,Delridge,1966,1.0,1,170632,0.0,1.0,0.0,0.0,602245.0,3.5,4.2,0.02,5.860565427352431e-06
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1994,1.0,10,381511,0.0,0.949517,0.050483,0.0,11410228.0,51.90000153,106.12,0.28,2.621156401781338e-06
NonResidential,Large Office,DOWNTOWN,2009,1.0,17,413264,0.334164,1.0,0.0,0.0,13631141.0,46.09999847,95.03,0.23,2.419760734058616e-06
NonResidential,Mixed Use Property,NORTHEAST,2009,1.0,6,122400,0.443627,0.797462,0.202538,0.0,4865551.5,68.30000305,79.39,0.65,8.169934640522877e-06
NonResidential,Retail Store,NORTHEAST,1956,1.0,2,93803,0.0,0.712273,0.287727,0.0,5453438.5,58.79999924,110.41,1.18,1.0660639851603894e-05
NonResidential,Warehouse,GREATER DUWAMISH,1966,1.0,2,123000,0.0,1.0,0.0,0.0,3004271.0,21.89999962,20.94,0.17,8.130081300813007e-06
NonResidential,Medical Office,EAST,2003,1.0,5,275130,0.410642,1.0,0.0,0.0,9941308.0,55.90000153,69.3,0.25,3.6346454403372953e-06
NonResidential,Warehouse,GREATER DUWAMISH,1978,1.0,1,60448,0.0,0.590027,0.409973,0.0,1052244.75,17.39999962,27.24,0.45,1.6543144520910536e-05
NonResidential,Hospital,EAST,1994,7.0,14,1765970,0.0,0.477874,0.05938,0.462746,291614432.0,177.8999939,12307.16,6.97,5.662610350119198e-07
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1928,3.0,4,62600,0.0,0.361622,0.638378,0.0,11147342.0,51.79999924,406.04,6.49,1.597444089456869e-05
NonResidential,Mixed Use Property,EAST,2004,1.0,4,77412,0.279182,0.980943,0.019057,0.0,2655387.5,58.20000076,20.85,0.27,1.2917893866583992e-05
NonResidential,Medical Office,EAST,1990,1.0,5,289419,0.549919,0.923823,0.076177,0.0,12731388.0,87.09999847,133.5,0.46,3.4551981728912063e-06
NonResidential,Other,NORTH,1987,1.0,5,90266,0.0,1.0,0.0,0.0,7771933.5,88.80000305,54.18,0.6,1.1078368377905303e-05
NonResidential,Warehouse,Ballard,2004,1.0,4,87332,0.073948,0.881649,0.118351,0.0,1165598.875,13.30000019,14.49,0.17,1.1450556497045757e-05
NonResidential,Hotel,EAST,2003,1.0,6,150545,0.33224,0.417709,0.582291,0.0,13410041.0,133.3999939,453.76,3.01,6.6425321332491945e-06
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1999,1.0,5,141718,0.0,0.763585,0.236415,0.0,19085174.0,136.3000031,341.23,2.41,7.056266670430009e-06
NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,2008,1.0,5,111856,0.190182,0.510906,0.489094,0.0,9444484.0,98.40000153,278.97,2.49,8.94006579888428e-06
NonResidential,Warehouse,EAST,1988,1.0,4,132828,0.0,0.999999,0.0,0.0,1083729.625,8.199999809,7.56,0.06,7.5285331406028845e-06
NonResidential,Warehouse,DELRIDGE,1970,1.0,1,70400,0.0,0.710246,0.289754,0.0,13962749.0,198.3000031,284.01,4.03,1.4204545454545455e-05
NonResidential,Retail Store,NORTHWEST,1995,1.0,1,101830,0.0,0.554034,0.445966,0.0,10713006.0,81.90000153,295.12,2.9,9.820288716488265e-06
NonResidential,University,CENTRAL,1974,2.0,4,114000,0.0,0.837194,0.162805,0.0,7575080.0,66.40000153,109.71,0.96,8.771929824561403e-06
SPS-District K-12,Other,GREATER DUWAMISH,2002,1.0,3,338063,0.0,0.879085,0.120915,0.0,20675922.0,61.20000076,259.49,0.77,2.9580285331432307e-06
NonResidential,Warehouse,SOUTHWEST,1965,1.0,1,152365,0.0,0.886382,0.113618,0.0,1069749.75,6.800000191,13.07,0.09,6.563187083647819e-06
NonResidential,Medical Office,CENTRAL,1910,1.0,6,320946,0.0,0.989548,0.010452,0.0,25471308.0,78.90000153,189.85,0.59,3.115788948919756e-06
NonResidential,Retail Store,GREATER DUWAMISH,1958,1.0,1,74178,0.0,0.610184,0.389816,0.0,5402181.0,72.80000305,134.82,1.82,1.3481086036291083e-05
NonResidential,Warehouse,NORTH,1987,1.0,4,80360,0.0,0.637036,0.362964,0.0,686019.1875,8.5,16.27,0.2,1.2444001991040318e-05
NonResidential,Supermarket / Grocery Store,EAST,1996,1.0,3,119190,0.0,0.576868,0.423132,0.0,10077532.0,217.8000031,267.0,2.24,8.389965601141035e-06
NonResidential,Other,GREATER DUWAMISH,2008,1.0,2,51856,0.0,1.0,0.0,0.0,1938613.125,37.40000153,13.51,0.26,1.9284171551990126e-05
NonResidential,Mixed Use Property,GREATER DUWAMISH,1921,1.0,3,66138,0.190299,1.0,0.0,0.0,7070998.5,139.8000031,49.29,0.75,1.5119900813450663e-05
NonResidential,Large Office,NORTHEAST,1960,1.0,3,113944,0.425735,0.995049,0.004951,0.0,17880184.0,273.2999878,128.73,1.13,8.776240960471811e-06
NonResidential,Low-Rise Multifamily,LAKE UNION,2000,1.0,3,93079,0.387767,0.87333,0.12667,0.0,1997181.5,21.89999962,25.6,0.28,1.0743561920519129e-05
NonResidential,Worship Facility,NORTHEAST,1957,1.0,2,22220,0.0,0.267307,0.732693,0.0,778355.8125,35.0,31.74,1.43,4.5004500450045e-05
NonResidential,Mixed Use Property,GREATER DUWAMISH,1962,1.0,1,44700,0.0,0.827294,0.172706,0.0,2042771.0,42.70000076,30.52,0.68,2.237136465324385e-05
NonResidential,Warehouse,GREATER DUWAMISH,1976,1.0,1,44100,0.0,1.0,0.0,0.0,1618916.375,40.5,11.29,0.26,2.2675736961451248e-05
NonResidential,Distribution Center,GREATER DUWAMISH,1965,1.0,1,27800,0.0,0.719339,0.280661,0.0,1224186.25,44.0,24.39,0.88,3.597122302158273e-05
NonResidential,Warehouse,GREATER DUWAMISH,2001,1.0,1,46340,0.0,1.0,0.0,0.0,2564004.0,55.29999924,17.87,0.39,2.1579628830384117e-05
Campus,Other,GREATER DUWAMISH,1994,3.0,1,22800,0.0,0.161118,0.838882,0.0,2222097.5,97.5,101.5,4.45,4.3859649122807014e-05
NonResidential,Small- and Mid-Sized Office,CENTRAL,1910,1.0,3,38460,0.0,0.750838,0.249162,0.0,1950713.25,50.70000076,36.02,0.94,2.6001040041601664e-05
NonResidential,Worship Facility,NORTHWEST,1922,1.0,2,21022,0.0,0.14589,0.854109,0.0,945245.625,45.0,43.84,2.09,4.756921320521359e-05
NonResidential,Distribution Center,GREATER DUWAMISH,1967,1.0,1,48001,0.0,0.276901,0.723099,0.0,2143650.75,44.70000076,86.46,1.8,2.0832899314597614e-05
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,26380,0.0,0.998609,0.001391,0.0,509124.0,19.29999924,3.58,0.14,3.7907505686125855e-05
NonResidential,Warehouse,GREATER DUWAMISH,1969,1.0,1,37351,0.0,0.498723,0.501277,0.0,2559461.75,65.40000153,77.04,2.06,2.6773044898396293e-05
NonResidential,Warehouse,GREATER DUWAMISH,1981,1.0,1,30375,0.0,1.000001,0.0,0.0,345866.6875,11.39999962,2.41,0.08,3.292181069958848e-05
NonResidential,Warehouse,GREATER DUWAMISH,1979,1.0,1,30004,0.0,0.999999,0.0,0.0,369291.5,12.60000038,2.57,0.09,3.332888948140248e-05
NonResidential,Other,NORTHEAST,1928,1.0,3,39971,0.0,0.328318,0.671682,0.0,10960107.0,274.2000122,416.07,10.41,2.5018138150158864e-05
NonResidential,Worship Facility,BALLARD,1914,1.0,2,33589,0.0,0.218945,0.781055,0.0,509836.1875,15.19999981,21.93,0.65,2.9771651433505016e-05
NonResidential,Small- and Mid-Sized Office,BALLARD,1979,1.0,3,43500,0.0,0.998684,0.001316,0.0,3220635.25,74.0,22.65,0.52,2.2988505747126437e-05
NonResidential,Small- and Mid-Sized Office,BALLARD,1978,1.0,2,28492,0.0,0.719273,0.280727,0.0,1896298.875,66.59999847,37.78,1.33,3.509757124806963e-05
NonResidential,Small- and Mid-Sized Office,BALLARD,1963,1.0,3,22325,0.0,1.0,0.0,0.0,1401315.875,62.79999924,9.77,0.44,4.479283314669653e-05
NonResidential,Restaurant,BALLARD,1977,1.0,3,22719,0.0,1.0,0.0,0.0,1358519.0,59.79999924,9.47,0.42,4.401602183194683e-05
NonResidential,Laboratory,DOWNTOWN,1946,1.0,2,44588,0.493406,1.0,0.0,0.0,7251589.0,105.0999985,50.55,1.13,2.242755898448013e-05
NonResidential,Retail Store,DOWNTOWN,1917,1.0,2,147545,0.0,0.609027,0.390973,0.0,6787070.0,46.0,169.75,1.15,6.777593276627469e-06
Nonresidential COS,Other,NORTH,1923,1.0,2,21462,0.0,0.999999,0.0,0.0,1114384.625,42.90000153,7.77,0.36,4.659398005777654e-05
NonResidential,Other,NORTHWEST,1917,1.0,2,28072,0.0,0.141235,0.858765,0.0,1362523.0,57.20000076,63.48,2.26,3.5622684525505844e-05
NonResidential,Restaurant,DOWNTOWN,1955,1.0,2,31020,0.0,0.245793,0.754207,0.0,4970047.0,160.1999969,207.6,6.69,3.223726627981947e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1917,1.0,2,21600,0.0,0.758858,0.241141,0.0,1636649.125,75.80000305,29.62,1.37,4.6296296296296294e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1974,1.0,5,61825,0.215447,0.443154,0.556846,0.0,4322873.0,104.0999985,141.2,2.28,1.6174686615446826e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1942,1.0,3,64630,0.0,1.0,0.0,0.0,1408291.375,21.79999924,9.82,0.15,1.547269070091289e-05
NonResidential,Worship Facility,DOWNTOWN,1948,1.0,2,20920,0.0,0.273529,0.726471,0.0,1042108.5,49.79999924,42.19,2.02,4.780114722753346e-05
NonResidential,Worship Facility,SOUTHWEST,1926,1.0,2,22128,0.0,0.251999,0.748002,0.0,608359.6875,27.5,25.24,1.14,4.519161243673174e-05
NonResidential,Retail Store,NORTHWEST,1968,1.0,1,48139,0.0,0.545137,0.454862,0.0,859236.625,21.5,24.02,0.5,2.0773177672988636e-05
NonResidential,Worship Facility,SOUTHWEST,1949,1.0,2,21364,0.0,0.16799,0.83201,0.0,965651.125,45.20000076,43.8,2.05,4.680771391125258e-05
NonResidential,University,DOWNTOWN,1992,1.0,2,28923,0.0,0.397822,0.602178,0.0,439311.9063,15.30000019,15.27,0.53,3.457456003872351e-05
NonResidential,University,DOWNTOWN,1928,1.0,3,21600,0.0,0.727579,0.27242,0.0,323739.4063,15.0,6.33,0.29,4.6296296296296294e-05
NonResidential,Retail Store,NORTHEAST,1996,1.0,1,25735,0.0,0.815546,0.184454,0.0,1169394.875,45.5,18.1,0.7,3.8857586943850786e-05
NonResidential,Retail Store,NORTHEAST,1956,1.0,2,25862,0.0,0.455178,0.544822,0.0,4801472.0,185.6999969,154.17,5.96,3.866676977805274e-05
NonResidential,Retail Store,NORTHEAST,2003,1.0,2,49965,0.0,0.961503,0.038497,0.0,3377209.75,67.59999847,29.54,0.59,2.0014009806864805e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1929,1.0,2,20028,0.0,0.703511,0.0,0.296489,511797.4063,25.60000038,14.22,0.71,4.993009786299181e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,7,23622,0.0,0.760584,0.239415,0.0,552007.5,19.39999962,9.95,0.42,4.233341800016933e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1902,1.0,3,23563,0.0,1.0,0.0,0.0,883197.6875,37.5,6.16,0.26,4.243941773118873e-05
NonResidential,Mixed Use Property,DOWNTOWN,1903,1.0,3,28600,0.0,0.656586,0.343414,0.0,1062722.625,40.90000153,24.25,0.85,3.4965034965034965e-05
NonResidential,Mixed Use Property,DOWNTOWN,1978,1.0,2,38539,0.321207,1.0,0.0,0.0,2186018.5,83.59999847,15.24,0.4,2.5947741249124263e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1906,1.0,5,26840,0.0,1.0,0.0,0.0,1989287.0,68.5,13.87,0.52,3.7257824143070045e-05
NonResidential,Retail Store,DOWNTOWN,1906,1.0,2,46800,0.0,1.0,0.0,0.0,1245187.5,26.60000038,8.68,0.19,2.1367521367521368e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1979,1.0,3,63990,0.416315,0.997711,0.002289,0.0,2067352.5,53.0,14.63,0.23,1.562744178777934e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1908,1.0,3,28800,0.0,0.686904,0.313096,0.0,1345025.75,38.40000153,28.81,1.0,3.472222222222222e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1954,1.0,3,33552,0.148069,0.379306,0.620694,0.0,1696978.75,63.90000153,60.43,1.8,2.9804482594182164e-05
NonResidential,Retail Store,DOWNTOWN,1931,1.0,2,26270,0.0,0.681914,0.318086,0.0,1560461.75,59.40000153,33.78,1.29,3.806623524933384e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1926,1.0,3,57620,0.135717,1.0,0.0,0.0,2385395.0,47.90000153,16.63,0.29,1.7355085039916697e-05
NonResidential,Mixed Use Property,DOWNTOWN,1954,1.0,2,28696,0.211876,0.999999,0.0,0.0,418348.5,20.20000076,2.92,0.1,3.4848062447727906e-05
NonResidential,Hotel,DOWNTOWN,1990,1.0,5,57800,0.0,0.562996,0.437004,0.0,2443065.25,42.29999924,66.29,1.15,1.730103806228374e-05
NonResidential,Other,DOWNTOWN,1955,1.0,2,31890,0.0,1.0,0.0,0.0,1858224.625,59.59999847,12.95,0.41,3.1357792411414234e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1925,1.0,2,44098,0.309765,0.68755,0.0,0.31245,1441900.5,55.59999847,41.69,0.95,2.2676765386185313e-05
NonResidential,Restaurant,DOWNTOWN,1923,1.0,3,22381,0.0,0.373353,0.626647,0.0,3532966.5,157.8999939,126.78,5.66,4.468075599839149e-05
NonResidential,Laboratory,DOWNTOWN,1926,0.0,4,49249,0.0,0.326278,0.673722,0.0,33268410.0,696.7000122,1266.06,25.71,2.0304980811793132e-05
NonResidential,Retail Store,DOWNTOWN,1925,1.0,1,24825,0.050876,0.601835,0.398165,0.0,439521.0938,18.0,11.14,0.45,4.028197381671702e-05
NonResidential,Medical Office,DOWNTOWN,1952,1.0,4,26670,0.0,0.999979,2.1e-05,0.0,1553208.375,58.20000076,10.83,0.41,3.749531308586427e-05
Nonresidential COS,Other,DOWNTOWN,1922,1.0,2,37740,0.0,0.54891,0.45109,0.0,3095882.0,79.5,86.02,2.28,2.6497085320614733e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1965,1.0,1,23752,0.0,0.535123,0.464878,0.0,1067153.75,44.90000153,30.33,1.28,4.21017177500842e-05
NonResidential,Hotel,DOWNTOWN,1967,1.0,4,44416,0.0,0.56022,0.43978,0.0,2669564.25,50.70000076,72.78,1.64,2.2514409221902016e-05
NonResidential,Mixed Use Property,DOWNTOWN,2006,1.0,2,33792,0.676699,0.890824,0.109176,0.0,2547848.0,241.1000061,30.6,0.91,2.959280303030303e-05
NonResidential,Worship Facility,Northwest,1928,1.0,2,45991,0.0,0.461818,0.538182,0.0,1145535.75,24.89999962,36.43,0.79,2.1743384575242984e-05
NonResidential,Residence Hall,NORTHEAST,1921,1.0,3,21499,0.0,0.999999,0.0,0.0,605130.6875,28.10000038,4.22,0.2,4.6513791339132053e-05
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1989,1.0,2,20384,0.0,0.982718,0.017282,0.0,1791071.375,71.59999847,13.91,0.68,4.905808477237049e-05
NonResidential,Retail Store,NORTHEAST,1956,1.0,2,39265,0.0,0.956154,0.043846,0.0,5238803.0,133.3999939,47.12,1.2,2.5467974022666496e-05
NonResidential,Retail Store,NORTHEAST,1956,1.0,2,54284,0.0,0.947705,0.052295,0.0,6778694.0,124.0,63.61,1.17,1.8421634367401076e-05
NonResidential,Retail Store,NORTHEAST,1956,1.0,1,23409,0.0,0.909154,0.090846,0.0,2545405.0,108.6999969,28.41,1.21,4.2718612499466016e-05
NonResidential,Retail Store,NORTHEAST,1997,1.0,1,63153,0.0,0.928672,0.071328,0.0,4644178.0,73.5,47.66,0.75,1.5834560511772997e-05
NonResidential,Hotel,NORTHEAST,1961,2.0,2,24100,0.0,0.515282,0.484718,0.0,1587454.75,51.40000153,46.57,1.93,4.149377593360996e-05
NonResidential,Restaurant,DOWNTOWN,1923,1.0,3,33600,0.0,0.657182,0.342818,0.0,4475650.0,133.1999969,101.99,3.04,2.9761904761904762e-05
NonResidential,Other,DOWNTOWN,1927,1.0,4,32356,0.0,0.52474,0.0,0.47526,1857154.75,57.40000153,74.92,2.32,3.0906168871306714e-05
NonResidential,Hotel,DOWNTOWN,1960,1.0,7,61180,0.211834,0.465676,0.534324,0.0,3993913.25,65.30000305,126.3,2.06,1.6345210853220006e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1978,1.0,5,43506,0.258585,0.530044,0.469956,0.0,3460275.5,106.1999969,99.15,2.28,2.2985335356042846e-05
NonResidential,Worship Facility,Northwest,1910,1.0,2,23931,0.0,0.336521,0.663478,0.0,496477.3125,20.70000076,18.66,0.78,4.1786803727382895e-05
NonResidential,Worship Facility,Northwest,1948,1.0,2,21393,0.0,0.31486,0.68514,0.0,845961.375,39.5,32.64,1.53,4.674426214182209e-05
NonResidential,Mixed Use Property,SOUTHEAST,1990,1.0,2,47560,0.0,0.515056,0.484944,0.0,1132489.625,24.0,33.23,0.7,2.1026072329688813e-05
NonResidential,Senior Care Community,EAST,2006,1.0,6,62334,0.0,0.446878,0.553122,0.0,1076733.25,21.0,34.98,0.56,1.60426091699554e-05
NonResidential,Residence Hall,NORTHEAST,1930,1.0,3,20960,0.0,0.219155,0.780845,0.0,1500309.75,71.59999847,64.51,3.08,4.770992366412214e-05
NonResidential,University,DOWNTOWN,1910,1.0,3,28800,0.0,0.89581,0.10419,0.0,717056.375,24.89999962,8.45,0.29,3.472222222222222e-05
NonResidential,K-12 School,DOWNTOWN,1957,1.0,2,21600,0.0,0.483318,0.516682,0.0,1261536.75,58.40000153,38.87,1.8,4.6296296296296294e-05
NonResidential,K-12 School,DOWNTOWN,1995,1.0,3,22860,0.0,0.999999,0.0,0.0,931148.625,40.70000076,6.49,0.28,4.374453193350831e-05
NonResidential,Worship Facility,NORTHEAST,1972,1.0,1,26366,0.0,0.364629,0.635371,0.0,888031.875,33.70000076,32.22,1.22,3.792763407418645e-05
NonResidential,Worship Facility,SOUTHEAST,1965,1.0,2,21732,0.0,0.556926,0.443074,0.0,860364.1875,39.59999847,23.59,1.09,4.601509295048776e-05
NonResidential,Mixed Use Property,BALLARD,1945,1.0,1,21060,0.0,0.737094,0.262907,0.0,350264.5938,14.30000019,6.69,0.32,4.748338081671415e-05
NonResidential,Mixed Use Property,BALLARD,1960,1.0,4,20539,0.0,0.669321,0.33068,0.0,1678458.75,81.0,37.31,1.82,4.8687862115974485e-05
NonResidential,Retail Store,NORTHEAST,1900,1.0,3,32960,0.0,1.0,0.0,0.0,813641.0,24.70000076,5.67,0.17,3.0339805825242717e-05
NonResidential,Other,NORTHEAST,1921,1.0,3,29636,0.0,1.0,0.0,0.0,688641.8125,23.20000076,4.8,0.16,3.3742745309758405e-05
NonResidential,Hotel,NORTHEAST,1930,1.0,3,20571,0.0,0.999999,0.0,0.0,716279.6875,34.79999924,4.99,0.24,4.86121238636916e-05
NonResidential,Worship Facility,NORTHEAST,1926,1.0,2,47992,0.0,0.307226,0.692774,0.0,3040195.5,63.29999924,118.37,2.47,2.0836806134355726e-05
NonResidential,Residence Hall,NORTHEAST,1993,1.0,3,28572,0.0,0.436805,0.563195,0.0,2717863.25,123.5,89.57,3.13,3.499930001399972e-05
NonResidential,Residence Hall,EAST,1982,0.0,15,115775,0.272382,1.0,0.0,0.0,2882489.75,16.5,20.09,0.17,8.637443316778234e-06
NonResidential,Worship Facility,NORTHEAST,2000,1.0,2,31386,0.0,0.629756,0.370244,0.0,1128179.125,37.59999847,27.14,0.86,3.1861339450710506e-05
Campus,K-12 School,NORTHEAST,1989,5.0,3,21500,0.0,0.494484,0.505516,0.0,6689184.0,69.59999847,202.65,9.43,4.651162790697674e-05
NonResidential,Small- and Mid-Sized Office,LAKE UNION,2012,1.0,2,84116,0.315005,0.986367,0.013632,0.0,2641681.75,48.0,20.08,0.24,1.1888344666888582e-05
NonResidential,Hotel,DOWNTOWN,1925,1.0,9,104000,0.0,0.478655,0.109575,0.41177,8690648.0,83.59999847,355.8,3.42,9.615384615384616e-06
NonResidential,Senior Care Community,SOUTHEAST,1981,1.0,3,78374,0.0,1.0,0.0,0.0,3321035.75,56.59999847,23.15,0.3,1.2759333452420445e-05
NonResidential,Mixed Use Property,BALLARD,2007,1.0,2,38784,0.0,0.843717,0.156282,0.0,1841154.25,54.70000076,26.11,0.67,2.5783828382838284e-05
NonResidential,Other,GREATER DUWAMISH,1969,1.0,2,41790,0.0,0.818869,0.181131,0.0,2177075.0,52.09999847,33.37,0.8,2.3929169657812875e-05
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1900,1.0,5,39960,0.0,0.653889,0.346111,0.0,2178690.5,54.5,49.98,1.25,2.5025025025025026e-05
NonResidential,Warehouse,DOWNTOWN,1900,1.0,5,33300,0.0,1.000003,0.0,0.0,90558.70313,3.0,0.63,0.02,3.003003003003003e-05
NonResidential,Hotel,DOWNTOWN,1926,1.0,11,36240,0.0,0.212457,0.248374,0.539169,2147968.25,59.29999924,120.91,3.34,2.759381898454746e-05
NonResidential,Other,DOWNTOWN,1922,1.0,3,39320,0.177009,0.314755,0.302273,0.382972,3042875.5,77.40000153,145.48,3.7,2.54323499491353e-05
NonResidential,Other,DOWNTOWN,1908,1.0,5,41536,0.0,1.0,0.0,0.0,2735166.0,65.90000153,19.07,0.46,2.4075500770416025e-05
NonResidential,Hotel,DOWNTOWN,1909,1.0,6,35820,0.0,0.299057,0.700943,0.0,3321603.0,92.69999695,130.58,3.65,2.7917364600781685e-05
NonResidential,K-12 School,SOUTHWEST,1922,1.0,2,33462,0.0,0.144196,0.855804,0.0,3987215.5,68.90000153,185.23,5.54,2.9884645269260652e-05
NonResidential,K-12 School,SOUTHWEST,1965,1.0,3,49744,0.0,0.228129,0.771871,0.0,2096835.5,42.20000076,89.29,1.79,2.0102926986169186e-05
NonResidential,Worship Facility,SOUTHWEST,1923,1.0,2,37816,0.0,0.483795,0.516205,0.0,1411305.5,37.0,43.45,1.15,2.6443833298074888e-05
NonResidential,Mixed Use Property,SOUTHWEST,1926,0.0,2,23315,0.0,0.590125,0.409875,0.0,1354000.625,81.30000305,35.04,1.5,4.289084280506112e-05
NonResidential,Mixed Use Property,SOUTHWEST,1930,1.0,2,20700,0.0,0.19251,0.80749,0.0,4265815.0,206.1000061,188.67,9.11,4.830917874396135e-05
NonResidential,Other,SOUTHWEST,1948,1.0,1,41521,0.316081,0.501481,0.498519,0.0,3343550.0,116.0,100.21,2.41,2.4084198357457672e-05
NonResidential,Supermarket / Grocery Store,SOUTHWEST,1946,1.0,2,25762,0.0,1.0,0.0,0.0,1906384.875,74.0,13.29,0.52,3.8816862044872296e-05
NonResidential,Other,SOUTHWEST,1984,1.0,1,33334,0.0,0.40611,0.593889,0.0,6118300.5,122.4000015,210.3,6.31,2.999940001199976e-05
NonResidential,Small- and Mid-Sized Office,SOUTHWEST,1981,1.0,3,43387,0.0,0.875623,0.124377,0.0,2686765.0,59.70000076,34.15,0.79,2.304837854656925e-05
NonResidential,Mixed Use Property,NORTH,1979,1.0,1,39350,0.0,1.0,0.0,0.0,267135.0938,6.5,1.86,0.05,2.5412960609911054e-05
NonResidential,Other,NORTH,1949,0.0,1,22405,0.0,0.317327,0.682673,0.0,3498214.75,189.1000061,134.57,6.01,4.4632894443204644e-05
SPS-District K-12,Other,NORTH,2013,1.0,1,32590,0.0,0.464624,0.535376,0.0,1361794.25,41.79999924,43.13,1.32,3.068425897514575e-05
NonResidential,Warehouse,GREATER DUWAMISH,1985,1.0,1,37500,0.0,0.993592,0.006408,0.0,1811506.375,29.5,13.16,0.35,2.6666666666666667e-05
NonResidential,Medical Office,CENTRAL,1990,1.0,2,39000,0.0,0.869965,0.130035,0.0,2615247.75,67.09999847,33.92,0.87,2.564102564102564e-05
NonResidential,Other,SOUTHWEST,1924,1.0,1,22180,0.0,0.525029,0.474971,0.0,5089083.0,229.3999939,147.0,6.63,4.508566275924256e-05
NonResidential,Distribution Center,GREATER DUWAMISH,1969,1.0,1,25920,0.0,0.929277,0.070723,0.0,1219744.75,47.09999847,12.48,0.48,3.8580246913580246e-05
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1953,1.0,1,25480,0.0,1.0,0.0,0.0,741287.1875,29.10000038,5.17,0.2,3.924646781789639e-05
NonResidential,Warehouse,GREATER DUWAMISH,1970,1.0,2,31000,0.0,0.963396,0.036604,0.0,2301043.75,74.19999695,19.93,0.64,3.2258064516129034e-05
